0.004928044,0.988164236,0.821257795,Ru
0.33925398,0.983108415,0.822373898,Ru
0.677882184,0.983245782,0.821765454,Ru
0.003902693,0.236741309,0.821026363,Ru
0.341646492,0.231794423,0.827562472,Ru
0.678005703,0.235705067,0.819820673,Ru
0.00177607,0.489312654,0.819466058,Ru
0.341315623,0.493261831,0.826976424,Ru
0.677032565,0.487439086,0.821045027,Ru
0.00367506,0.739655296,0.819802009,Ru
0.338060871,0.741303911,0.820630687,Ru
0.671305789,0.738330572,0.8209965,Ru
0.341146028,0.244008545,0.89818679,C
0.343516547,0.223493027,0.94052032,O
0.328518255,0.461988137,0.894916869,O
